22.7117326933,28.3749540165,6.65502595932,4.89118671705
38.8060977893,22.1904375722,10.3972178775,6.77653627686
6.19283514322,29.7744692413,6.96320803268,4.16629439279
23.3299318162,21.0454409231,32.5377541221,5.11401398799
3.74787851065,27.6370938633,41.3074989452,3.05003133378
36.4318845959,36.9134287977,22.8733920859,6.9807806381
25.6301459874,37.9121969384,17.3594902226,10.4684602486
34.5276579271,37.6139683024,23.9817097911,9.87969446019
33.5840708874,9.84069515971,21.2305761026,5.05292175359
23.567011462,20.987331479,13.6887389678,12.2811811083
15.2219467487,34.5893379802,18.9771203993,11.650900739
21.6628003262,4.97572986235,18.0372154034,4.02722456352
29.4285705915,42.9052840248,10.6794259821,4.52116320593
